"user_id","video_id","like"
kyjun92,-9ObkvtSb7g,1
kyjun92,"5mNUn_KowCQ",1
kyjun92,-1H7s3KkTXc,2
kyjun92,"1oQrHWm3ntM",1
kyjun92,"2euA63uNQTQ",2
